Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,2015,2017,2019
AZE,Azerbaijan,3537,"WEF Safety and security pillar, 1-7 (best)",Rank,36,,38
AZE,Azerbaijan,3538,"WEF Health and hygiene, 1-7 (best)",Value,5.96,6.09,6.06
AZE,Azerbaijan,3539,"WEF Health and hygiene, 1-7 (best)",Rank,44,37,39
AZE,Azerbaijan,3540,"WEF Human resources and labour market, 1-7 (best)",Value,4.84,5.04,5.26
AZE,Azerbaijan,3541,"WEF Human resources and labour market, 1-7 (best)",Rank,36,30,22
AZE,Azerbaijan,3546,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Value,4.58,4.97,4.96
AZE,Azerbaijan,3547,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Rank,52,50,61
AZE,Azerbaijan,3548,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Value,4.69,4.8,5.53
AZE,Azerbaijan,3549,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Rank,58,49,39
AZE,Azerbaijan,3550,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Value,2.33,2.95,3.08
AZE,Azerbaijan,3551,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Rank,107,77,79
AZE,Azerbaijan,3552,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Value,4.78,5.38,5.87
AZE,Azerbaijan,3553,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Rank,65,31,23
AZE,Azerbaijan,3554,"WEF Environmental sustainability, 1-7 (best)",Value,3.83,4.05,4.08
AZE,Azerbaijan,3555,"WEF Environmental sustainability, 1-7 (best)",Rank,94,81,97
AZE,Azerbaijan,3556,"WEF Air transport infrastructure, 1-7 (best)",Value,2.43,2.43,2.59
AZE,Azerbaijan,3557,"WEF Air transport infrastructure, 1-7 (best)",Rank,84,77,78
AZE,Azerbaijan,3558,"WEF Ground and port infrastructure, 1-7 (best)",Value,3.55,3.71,3.93
AZE,Azerbaijan,3559,"WEF Ground and port infrastructure, 1-7 (best)",Rank,65,49,44
AZE,Azerbaijan,3560,"WEF Tourist service infrastructure pillar, 1-7 (best)",Value,3.3,3.33,3.17
AZE,Azerbaijan,3561,"WEF Tourist service infrastructure pillar, 1-7 (best)",Rank,93,89,96
AZE,Azerbaijan,3562,"WEF Natural resources pillar, 1-7 (best)",Value,2.03,2.38,2.17
AZE,Azerbaijan,3563,"WEF Natural resources pillar, 1-7 (best)",Rank,130,109,123
AZE,Azerbaijan,3564,"WEF Cultural resources and business travel, 1-7 (best)",Value,1.53,1.73,1.87
AZE,Azerbaijan,3565,"WEF Cultural resources and business travel, 1-7 (best)",Rank,75,69,57
BDI,Burundi,3524,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Value,2.7,2.57,2.66
BDI,Burundi,3525,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Rank,135,134,137
BDI,Burundi,3526,"WEF Enabling environment subindex, 1-7 (best)",Value,3.55,3.47,3.56
BDI,Burundi,3527,"WEF Enabling environment subindex, 1-7 (best)",Rank,129,128,132
BDI,Burundi,3528,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Value,3.6,3.28,3.52
BDI,Burundi,3529,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Rank,121,134,136
BDI,Burundi,3530,"WEF Infrastructure subindex, 1-7 (best)",Value,2.11,1.92,1.96
BDI,Burundi,3531,"WEF Infrastructure subindex, 1-7 (best)",Rank,135,130,134
BDI,Burundi,3532,"WEF Natural and cultural resources subindex, 1-7 (best)",Value,1.52,1.59,1.6
BDI,Burundi,3533,"WEF Natural and cultural resources subindex, 1-7 (best)",Rank,136,130,131
BDI,Burundi,3534,"WEF Business environment, 1-7 (best)",Value,3.78,3.86,3.97
BDI,Burundi,3535,"WEF Business environment, 1-7 (best)",Rank,120,122,116
BDI,Burundi,3536,"WEF Safety and security pillar, 1-7 (best)",Value,4.55,,4.77
BDI,Burundi,3537,"WEF Safety and security pillar, 1-7 (best)",Rank,112,,110
BDI,Burundi,3538,"WEF Health and hygiene, 1-7 (best)",Value,3.91,3.8,3.2
BDI,Burundi,3539,"WEF Health and hygiene, 1-7 (best)",Rank,113,111,119
BDI,Burundi,3540,"WEF Human resources and labour market, 1-7 (best)",Value,3.61,3.86,4.12
BDI,Burundi,3541,"WEF Human resources and labour market, 1-7 (best)",Rank,129,119,104
BDI,Burundi,3546,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Value,1.9,1.57,1.72
BDI,Burundi,3547,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Rank,135,136,139
BDI,Burundi,3548,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Value,2.45,2.51,3.56
BDI,Burundi,3549,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Rank,141,134,123
BDI,Burundi,3550,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Value,3.15,1.79,1.79
BDI,Burundi,3551,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Rank,67,128,132
BDI,Burundi,3552,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Value,5.02,4.72,5.37
BDI,Burundi,3553,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Rank,39,82,75
BDI,Burundi,3554,"WEF Environmental sustainability, 1-7 (best)",Value,3.78,4.1,4.11
BDI,Burundi,3555,"WEF Environmental sustainability, 1-7 (best)",Rank,98,74,93
BDI,Burundi,3556,"WEF Air transport infrastructure, 1-7 (best)",Value,1.64,1.58,1.69
BDI,Burundi,3557,"WEF Air transport infrastructure, 1-7 (best)",Rank,132,130,131
BDI,Burundi,3558,"WEF Ground and port infrastructure, 1-7 (best)",Value,2.8,2.34,2.54
BDI,Burundi,3559,"WEF Ground and port infrastructure, 1-7 (best)",Rank,107,115,108
BDI,Burundi,3560,"WEF Tourist service infrastructure pillar, 1-7 (best)",Value,1.9,1.84,1.65
BDI,Burundi,3561,"WEF Tourist service infrastructure pillar, 1-7 (best)",Rank,141,136,140
BDI,Burundi,3562,"WEF Natural resources pillar, 1-7 (best)",Value,1.91,2.04,2.14
BDI,Burundi,3563,"WEF Natural resources pillar, 1-7 (best)",Rank,134,129,124
BDI,Burundi,3564,"WEF Cultural resources and business travel, 1-7 (best)",Value,1.14,1.15,1.07
BDI,Burundi,3565,"WEF Cultural resources and business travel, 1-7 (best)",Rank,128,130,134
BEL,Belgium,3524,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Value,4.51,4.54,4.55
BEL,Belgium,3525,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Rank,21,21,24
BEL,Belgium,3526,"WEF Enabling environment subindex, 1-7 (best)",Value,5.58,5.72,5.63
BEL,Belgium,3527,"WEF Enabling environment subindex, 1-7 (best)",Rank,21,19,23
BEL,Belgium,3528,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Value,4.15,4.39,4.53
BEL,Belgium,3529,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Rank,68,53,59
BEL,Belgium,3530,"WEF Infrastructure subindex, 1-7 (best)",Value,5.15,4.91,4.91
BEL,Belgium,3531,"WEF Infrastructure subindex, 1-7 (best)",Rank,15,17,21
BEL,Belgium,3532,"WEF Natural and cultural resources subindex, 1-7 (best)",Value,3.16,3.14,3.11
BEL,Belgium,3533,"WEF Natural and cultural resources subindex, 1-7 (best)",Rank,34,40,32
BEL,Belgium,3534,"WEF Business environment, 1-7 (best)",Value,4.71,4.93,4.83
BEL,Belgium,3535,"WEF Business environment, 1-7 (best)",Rank,45,37,41
BEL,Belgium,3536,"WEF Safety and security pillar, 1-7 (best)",Value,6.18,,5.65
BEL,Belgium,3537,"WEF Safety and security pillar, 1-7 (best)",Rank,16,,52
BEL,Belgium,3538,"WEF Health and hygiene, 1-7 (best)",Value,6.49,6.71,6.54
BEL,Belgium,3539,"WEF Health and hygiene, 1-7 (best)",Rank,12,4,10
BEL,Belgium,3540,"WEF Human resources and labour market, 1-7 (best)",Value,5.03,5.35,5.29
BEL,Belgium,3541,"WEF Human resources and labour market, 1-7 (best)",Rank,27,17,19
BEL,Belgium,3546,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Value,5.47,5.72,5.83
BEL,Belgium,3547,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Rank,24,24,23
BEL,Belgium,3548,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Value,4.47,4.47,4.34
BEL,Belgium,3549,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Rank,78,78,99
BEL,Belgium,3550,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Value,4.13,4.15,4.15
BEL,Belgium,3551,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Rank,20,28,28
BEL,Belgium,3552,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Value,3.73,4.38,4.76
BEL,Belgium,3553,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Rank,120,105,117
BEL,Belgium,3554,"WEF Environmental sustainability, 1-7 (best)",Value,4.28,4.57,4.81
BEL,Belgium,3555,"WEF Environmental sustainability, 1-7 (best)",Rank,57,35,23
BEL,Belgium,3556,"WEF Air transport infrastructure, 1-7 (best)",Value,3.83,3.74,4.09
BEL,Belgium,3557,"WEF Air transport infrastructure, 1-7 (best)",Rank,38,37,36
BEL,Belgium,3558,"WEF Ground and port infrastructure, 1-7 (best)",Value,5.96,5.7,5.46
BEL,Belgium,3559,"WEF Ground and port infrastructure, 1-7 (best)",Rank,6,6,9
BEL,Belgium,3560,"WEF Tourist service infrastructure pillar, 1-7 (best)",Value,5.65,5.29,5.2
BEL,Belgium,3561,"WEF Tourist service infrastructure pillar, 1-7 (best)",Rank,22,31,33
BEL,Belgium,3562,"WEF Natural resources pillar, 1-7 (best)",Value,2.65,2.2,2.54
BEL,Belgium,3563,"WEF Natural resources pillar, 1-7 (best)",Rank,87,122,91
BEL,Belgium,3564,"WEF Cultural resources and business travel, 1-7 (best)",Value,3.67,4.09,3.69
BEL,Belgium,3565,"WEF Cultural resources and business travel, 1-7 (best)",Rank,18,17,19
BEN,Benin,3524,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Value,,2.84,3.02
BEN,Benin,3525,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Rank,,127,123
BEN,Benin,3526,"WEF Enabling environment subindex, 1-7 (best)",Value,,3.93,3.97
BEN,Benin,3527,"WEF Enabling environment subindex, 1-7 (best)",Rank,,113,113
BEN,Benin,3528,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Value,,3.37,3.94
BEN,Benin,3529,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Rank,,133,118
BEN,Benin,3530,"WEF Infrastructure subindex, 1-7 (best)",Value,,2.15,2.16
BEN,Benin,3531,"WEF Infrastructure subindex, 1-7 (best)",Rank,,125,123
BEN,Benin,3532,"WEF Natural and cultural resources subindex, 1-7 (best)",Value,,1.92,2.01
BEN,Benin,3533,"WEF Natural and cultural resources subindex, 1-7 (best)",Rank,,111,98
BEN,Benin,3534,"WEF Business environment, 1-7 (best)",Value,,4.29,4.44
BEN,Benin,3535,"WEF Business environment, 1-7 (best)",Rank,,85,65
BEN,Benin,3536,"WEF Safety and security pillar, 1-7 (best)",Value,,,5.45
BEN,Benin,3537,"WEF Safety and security pillar, 1-7 (best)",Rank,,,72
BEN,Benin,3538,"WEF Health and hygiene, 1-7 (best)",Value,,2.9,2.53
BEN,Benin,3539,"WEF Health and hygiene, 1-7 (best)",Rank,,126,137
BEN,Benin,3540,"WEF Human resources and labour market, 1-7 (best)",Value,,4.5,4.57
BEN,Benin,3541,"WEF Human resources and labour market, 1-7 (best)",Rank,,75,70
BEN,Benin,3546,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Value,,2.71,2.87
BEN,Benin,3547,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Rank,,120,127
BEN,Benin,3548,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Value,,3.14,4.49
BEN,Benin,3549,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Rank,,129,93
BEN,Benin,3550,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Value,,1.54,2.88
BEN,Benin,3551,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Rank,,133,92
BEN,Benin,3552,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Value,,4.91,5.1
BEN,Benin,3553,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Rank,,65,94
BEN,Benin,3554,"WEF Environmental sustainability, 1-7 (best)",Value,,3.88,4.26
BEN,Benin,3555,"WEF Environmental sustainability, 1-7 (best)",Rank,,95,73
BEN,Benin,3556,"WEF Air transport infrastructure, 1-7 (best)",Value,,1.67,1.71
BEN,Benin,3557,"WEF Air transport infrastructure, 1-7 (best)",Rank,,126,130
BEN,Benin,3558,"WEF Ground and port infrastructure, 1-7 (best)",Value,,2.34,2.26
BEN,Benin,3559,"WEF Ground and port infrastructure, 1-7 (best)",Rank,,114,123
BEN,Benin,3560,"WEF Tourist service infrastructure pillar, 1-7 (best)",Value,,2.44,2.51
BEN,Benin,3561,"WEF Tourist service infrastructure pillar, 1-7 (best)",Rank,,121,118
BEN,Benin,3562,"WEF Natural resources pillar, 1-7 (best)",Value,,2.67,2.86
BEN,Benin,3563,"WEF Natural resources pillar, 1-7 (best)",Rank,,85,74
BEN,Benin,3564,"WEF Cultural resources and business travel, 1-7 (best)",Value,,1.17,1.17
BEN,Benin,3565,"WEF Cultural resources and business travel, 1-7 (best)",Rank,,126,123
BFA,Burkina Faso,3524,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Value,2.67,,2.78
BFA,Burkina Faso,3525,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Rank,136,,132
BFA,Burkina Faso,3526,"WEF Enabling environment subindex, 1-7 (best)",Value,3.36,,3.56
BFA,Burkina Faso,3527,"WEF Enabling environment subindex, 1-7 (best)",Rank,133,,131
BFA,Burkina Faso,3528,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Value,3.56,,3.63
BFA,Burkina Faso,3529,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Rank,125,,130
BFA,Burkina Faso,3530,"WEF Infrastructure subindex, 1-7 (best)",Value,2.02,,2.03
BFA,Burkina Faso,3531,"WEF Infrastructure subindex, 1-7 (best)",Rank,138,,132
BFA,Burkina Faso,3532,"WEF Natural and cultural resources subindex, 1-7 (best)",Value,1.73,,1.9
BFA,Burkina Faso,3533,"WEF Natural and cultural resources subindex, 1-7 (best)",Rank,124,,110
BFA,Burkina Faso,3534,"WEF Business environment, 1-7 (best)",Value,4.05,,4.34
BFA,Burkina Faso,3535,"WEF Business environment, 1-7 (best)",Rank,103,,82
BFA,Burkina Faso,3536,"WEF Safety and security pillar, 1-7 (best)",Value,4.9,,4.79
BFA,Burkina Faso,3537,"WEF Safety and security pillar, 1-7 (best)",Rank,94,,108
BFA,Burkina Faso,3538,"WEF Health and hygiene, 1-7 (best)",Value,2.78,,2.35
BFA,Burkina Faso,3539,"WEF Health and hygiene, 1-7 (best)",Rank,134,,138
BFA,Burkina Faso,3540,"WEF Human resources and labour market, 1-7 (best)",Value,3.31,,3.42
BFA,Burkina Faso,3541,"WEF Human resources and labour market, 1-7 (best)",Rank,134,,133
BFA,Burkina Faso,3546,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Value,1.75,,2.91
BFA,Burkina Faso,3547,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Rank,139,,126
BFA,Burkina Faso,3548,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Value,3.55,,4.29
BFA,Burkina Faso,3549,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Rank,122,,102
BFA,Burkina Faso,3550,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Value,1.6,,1.62
BFA,Burkina Faso,3551,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Rank,136,,136
BFA,Burkina Faso,3552,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Value,4.61,,5.48
BFA,Burkina Faso,3553,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Rank,75,,66
BFA,Burkina Faso,3554,"WEF Environmental sustainability, 1-7 (best)",Value,4.47,,4.2
BFA,Burkina Faso,3555,"WEF Environmental sustainability, 1-7 (best)",Rank,35,,84
BFA,Burkina Faso,3556,"WEF Air transport infrastructure, 1-7 (best)",Value,1.59,,1.58
BFA,Burkina Faso,3557,"WEF Air transport infrastructure, 1-7 (best)",Rank,136,,136
BFA,Burkina Faso,3558,"WEF Ground and port infrastructure, 1-7 (best)",Value,2.13,,2.24
BFA,Burkina Faso,3559,"WEF Ground and port infrastructure, 1-7 (best)",Rank,134,,124
BFA,Burkina Faso,3560,"WEF Tourist service infrastructure pillar, 1-7 (best)",Value,2.33,,2.28
BFA,Burkina Faso,3561,"WEF Tourist service infrastructure pillar, 1-7 (best)",Rank,131,,125
BFA,Burkina Faso,3562,"WEF Natural resources pillar, 1-7 (best)",Value,2.18,,2.63
BFA,Burkina Faso,3563,"WEF Natural resources pillar, 1-7 (best)",Rank,117,,83
BFA,Burkina Faso,3564,"WEF Cultural resources and business travel, 1-7 (best)",Value,1.29,,1.16
BFA,Burkina Faso,3565,"WEF Cultural resources and business travel, 1-7 (best)",Rank,114,,124
BGD,Bangladesh,3524,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Value,2.9,2.89,3.1
BGD,Bangladesh,3525,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Rank,127,125,120
BGD,Bangladesh,3526,"WEF Enabling environment subindex, 1-7 (best)",Value,3.87,3.8,4.16
BGD,Bangladesh,3527,"WEF Enabling environment subindex, 1-7 (best)",Rank,113,119,108
BGD,Bangladesh,3528,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Value,3.3,3.42,3.79
BGD,Bangladesh,3529,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Rank,137,130,123
BGD,Bangladesh,3530,"WEF Infrastructure subindex, 1-7 (best)",Value,2.49,2.32,2.49
BGD,Bangladesh,3531,"WEF Infrastructure subindex, 1-7 (best)",Rank,114,115,109
BGD,Bangladesh,3532,"WEF Natural and cultural resources subindex, 1-7 (best)",Value,1.93,2.01,1.96
BGD,Bangladesh,3533,"WEF Natural and cultural resources subindex, 1-7 (best)",Rank,104,106,105
BGD,Bangladesh,3534,"WEF Business environment, 1-7 (best)",Value,4.06,4.1,4.22
BGD,Bangladesh,3535,"WEF Business environment, 1-7 (best)",Rank,102,104,94
BGD,Bangladesh,3536,"WEF Safety and security pillar, 1-7 (best)",Value,4.43,,4.87
BGD,Bangladesh,3537,"WEF Safety and security pillar, 1-7 (best)",Rank,115,,105
BGD,Bangladesh,3538,"WEF Health and hygiene, 1-7 (best)",Value,4.29,4.34,4.47
BGD,Bangladesh,3539,"WEF Health and hygiene, 1-7 (best)",Rank,107,107,103
BGD,Bangladesh,3540,"WEF Human resources and labour market, 1-7 (best)",Value,3.85,3.8,3.83
BGD,Bangladesh,3541,"WEF Human resources and labour market, 1-7 (best)",Rank,118,121,120
BGD,Bangladesh,3546,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Value,2.7,3.08,3.43
BGD,Bangladesh,3547,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Rank,119,116,111
BGD,Bangladesh,3548,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Value,3.19,3.18,3.91
BGD,Bangladesh,3549,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Rank,133,127,109
BGD,Bangladesh,3550,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Value,2.57,2.47,2.45
BGD,Bangladesh,3551,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Rank,92,104,114
BGD,Bangladesh,3552,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Value,4.43,4.66,5.3
BGD,Bangladesh,3553,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Rank,90,89,85
BGD,Bangladesh,3554,"WEF Environmental sustainability, 1-7 (best)",Value,3.01,3.38,3.82
BGD,Bangladesh,3555,"WEF Environmental sustainability, 1-7 (best)",Rank,135,128,116
BGD,Bangladesh,3556,"WEF Air transport infrastructure, 1-7 (best)",Value,1.87,1.93,2.03
BGD,Bangladesh,3557,"WEF Air transport infrastructure, 1-7 (best)",Rank,123,113,111
BGD,Bangladesh,3558,"WEF Ground and port infrastructure, 1-7 (best)",Value,3.29,3.11,3.49
BGD,Bangladesh,3559,"WEF Ground and port infrastructure, 1-7 (best)",Rank,75,74,60
BGD,Bangladesh,3560,"WEF Tourist service infrastructure pillar, 1-7 (best)",Value,2.32,1.93,1.95
BGD,Bangladesh,3561,"WEF Tourist service infrastructure pillar, 1-7 (best)",Rank,132,133,133
BGD,Bangladesh,3562,"WEF Natural resources pillar, 1-7 (best)",Value,2.3,2.39,2.34
BGD,Bangladesh,3563,"WEF Natural resources pillar, 1-7 (best)",Rank,109,107,109
BGD,Bangladesh,3564,"WEF Cultural resources and business travel, 1-7 (best)",Value,1.56,1.64,1.58
BGD,Bangladesh,3565,"WEF Cultural resources and business travel, 1-7 (best)",Rank,71,74,75
BGR,Bulgaria,3524,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Value,4.05,4.14,4.21
BGR,Bulgaria,3525,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Rank,49,45,45
BGR,Bulgaria,3526,"WEF Enabling environment subindex, 1-7 (best)",Value,5.13,5.21,5.22
BGR,Bulgaria,3527,"WEF Enabling environment subindex, 1-7 (best)",Rank,46,47,52
BGR,Bulgaria,3528,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Value,4.44,4.61,4.78
BGR,Bulgaria,3529,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Rank,22,19,27
BGR,Bulgaria,3530,"WEF Infrastructure subindex, 1-7 (best)",Value,3.93,3.76,3.96
